number_in_quran	sura_no	aya_no	text
5826	81	26	﴿فَأَيْنَ تَذْهَبُونَ﴾ فَبِأَيِّ طَرِيق تَسْلُكُونَ فِي إنْكاركُمْ القُرْآن وإعْراضكُمْ عَنْهُ
5827	81	27	﴿إنْ﴾ ما ﴿هُوَ إلّا ذِكْر﴾ عِظَة ﴿لِلْعالَمِينَ﴾ الإنْس والجِنّ
5828	81	28	﴿لِمَن شاءَ مِنكُمْ﴾ بَدَل مِن العالَمِينَ بِإعادَةِ الجارّ ﴿أنْ يَسْتَقِيم﴾ بِاتِّباعِ الحَقّ
5829	81	29	﴿وما تَشاءُونَ﴾ الِاسْتِقامَة عَلى الحَقّ ﴿إلّا أنْ يَشاء اللَّه رَبّ العالَمِينَ " الخَلائِق اِسْتِقامَتكُمْ عَلَيْهِ.﴾
5830	82	1	﴿إذا السَّماء اِنْفَطَرَتْ﴾ اِنْشَقَّتْ
5831	82	2	﴿وإذا الكَواكِب اِنْتَثَرَتْ﴾ اِنْقَضَّتْ وتَساقَطَتْ
5832	82	3	﴿وإذا البِحار فُجِّرَتْ﴾ فُتِحَ بَعْضها فِي بَعْض فَصارَتْ بَحْرًا واحِدًا واخْتَلَطَ العَذْب بِالمِلْحِ
5833	82	4	﴿وإذا القُبُور بُعْثِرَتْ﴾ قُلِبَ تُرابها وبُعِثَ مَوْتاها وجَواب إذا وما عُطِفَ عَلَيْها
5834	82	5	﴿عَلِمَتْ نَفْس﴾ أيْ كُلّ نَفْس وقْت هَذِهِ المَذْكُورات وهُوَ يَوْم القِيامَة ﴿ما قَدَّمَتْ﴾ مِن الأَعْمال ﴿و﴾ ما ﴿أخَّرَتْ﴾ مِنها فَلَمْ تَعْمَلهُ
5835	82	6	﴿يا أيّها الإنْسان﴾ الكافِر ﴿ما غَرَّك بِرَبِّك الكَرِيم﴾ حَتّى عَصَيْته
5836	82	7	﴿الَّذِي خَلَقَك﴾ بَعْد أنْ لَمْ تَكُنْ ﴿فَسَوّاك﴾ جَعَلَك مُسْتَوِي الخِلْقَة، سالِم الأَعْضاء ﴿فَعَدَلَك﴾ بِالتَّخْفِيفِ والتَّشْدِيد: جَعَلَك مُعْتَدِل الخَلْق مُتَناسِب الأَعْضاء لَيْسَتْ يَد أوْ رِجْل أطْوَل مِن الأُخْرى
5837	82	8	﴿فِي أيّ صُورَة ما﴾ صِلَة " شاءَ رَكَّبَك "
5838	82	9	﴿كَلّا﴾ رَدْع عَنْ الِاغْتِرار بِكَرَمِ اللَّه تَعالى ﴿بَلْ تُكَذِّبُونَ﴾ أيْ كُفّار مَكَّة ﴿بِالدِّينِ﴾ بِالجَزاءِ عَلى الأَعْمال
5839	82	10	﴿وإنَّ عَلَيْكُمْ لَحافِظِينَ﴾ مِن المَلائِكَة لِأَعْمالِكُمْ
5840	82	11	﴿كِرامًا﴾ عَلى اللَّه ﴿كاتِبِينَ﴾ لَها
5841	82	12	﴿يَعْلَمُونَ ما تَفْعَلُونَ﴾ جَمِيعه
5842	82	13	﴿إنَّ الأَبْرار﴾ المُؤْمِنِينَ الصّادِقِينَ فِي إيمانهمْ ﴿لَفِي نَعِيم﴾ جَنَّة
5843	82	14	﴿وإنَّ الفُجّار﴾ الكُفّار ﴿لَفِي جَحِيم﴾ نار مُحْرِقَة
5844	82	15	﴿يَصْلَوْنَها﴾ يَدْخُلُونَها ويُقاسُونَ حَرّها ﴿يَوْم الدِّين﴾ الجَزاء
5845	82	16	﴿وما هُمْ عَنْها بِغائِبِينَ﴾ بِمُخْرَجِينَ
5846	82	17	﴿وما أدْراك﴾ أعْلَمَك " ما يَوْم الدِّين "
5847	82	18	﴿ثُمَّ ما أدْراك ما يَوْم الدِّين﴾ تَعْظِيم لِشَأْنِهِ
5848	82	19	﴿يَوْم﴾ بِالرَّفْعِ، أيْ هُوَ يَوْم ﴿لا تَمْلِك نَفْس لِنَفْسٍ شَيْئًا﴾ مِن المَنفَعَة ﴿والأَمْر يَوْمئِذٍ لِلَّهِ﴾ لا أمْر لِغَيْرِهِ فِيهِ أيْ لَمْ يُمَكِّن أحَدًا مِن التَّوَسُّط فِيهِ بِخِلافِ الدُّنْيا.
5849	83	1	﴿ويْل﴾ كَلِمَة عَذاب، أوْ وادٍ فِي جَهَنَّم " لِلْمُطَفِّفِينَ "
5850	83	2	﴿الَّذِينَ إذا اِكْتالُوا عَلى﴾ أيْ مِن ﴿النّاس يَسْتَوْفُونَ﴾ الكَيْل
5851	83	3	﴿وإذا كالُوهُمْ﴾ أيْ كالُوا لَهُمْ ﴿أوْ وزَنُوهُمْ﴾ أيْ وزَنُوا لَهُمْ ﴿يُخْسِرُونَ﴾ يُنْقِصُونَ الكَيْل أوْ الوَزْن
5852	83	4	﴿ألا﴾ اِسْتِفْهام تَوْبِيخ ﴿يَظُنّ﴾ يَتَيَقَّن " أُولَئِكَ أنَّهُمْ مَبْعُوثُونَ "
5853	83	5	﴿لِيَوْمٍ عَظِيم﴾ أيْ فِيهِ وهُوَ يَوْم القِيامَة
5854	83	6	﴿يَوْم﴾ بَدَل مِن مَحَلّ لِيَوْمٍ فَناصِبه مَبْعُوثُونَ ﴿يَقُوم النّاس﴾ مِن قُبُورهمْ ﴿لِرَبِّ العالَمِينَ﴾ الخَلائِق لِأَجْلِ أمْره وحِسابه وجَزائِهِ
5855	83	7	﴿كَلّا﴾ حَقًّا ﴿إنَّ كِتاب الفُجّار﴾ أيْ كِتاب أعْمال الكُفّار ﴿لَفِي سِجِّين﴾ قِيلَ هُوَ كِتاب جامِع لِأَعْمالِ الشَّياطِين والكَفَرَة، وقِيلَ هُوَ مَكان أسْفَل الأَرْض السّابِعَة وهُوَ مَحَلّ إبْلِيس وجُنُوده
5856	83	8	﴿وما أدْراك ما سِجِّين﴾ ما كِتاب سِجِّين
5857	83	9	﴿كِتاب مَرْقُوم﴾ مَخْتُوم
5858	83	10	
5859	83	11	﴿الَّذِينَ يُكَذِّبُونَ بِيَوْمِ الدِّين﴾ الجَزاء بَدَل أوْ بَيان لِلْمُكَذِّبِينَ
5860	83	12	﴿وما يُكَذِّب بِهِ إلّا كُلّ مُعْتَدٍ﴾ مُتَجاوِز الحَدّ ﴿أثِيم﴾ صِيغَة مُبالَغَة
5861	83	13	﴿إذا تُتْلى عَلَيْهِ آياتنا﴾ القُرْآن ﴿قالَ أساطِير الأَوَّلِينَ﴾ الحِكايات الَّتِي سُطِّرَتْ قَدِيمًا جَمَعَ أُسْطُورَة بِالضَّمِّ أوْ إسْطارَة بِالكَسْرِ
5862	83	14	﴿كَلّا﴾ رَدْع وزَجْر لِقَوْلِهِمْ ذَلِكَ ﴿بَلْ رانَ﴾ غَلَبَ ﴿عَلى قُلُوبهمْ﴾ فَغَشِيَها ﴿ما كانُوا يَكْسِبُونَ﴾ مِن المَعاصِي فَهُوَ كالصَّدَأِ
5863	83	15	﴿كَلّا﴾ حَقًّا ﴿إنَّهُمْ عَنْ رَبّهمْ يَوْمئِذٍ﴾ يَوْم القِيامَة ﴿لَمَحْجُوبُونَ﴾ فَلا يَرَوْنَهُ
5864	83	16	﴿ثُمَّ إنَّهُمْ لَصالُوا الجَحِيم﴾ لَداخِلُو النّار المُحْرِقَة
5865	83	17	﴿ثُمَّ يُقال﴾ لَهُمْ ﴿هَذا﴾ أيْ العَذاب " الَّذِي كُنْتُمْ بِهِ تُكَذِّبُونَ "
5866	83	18	﴿كَلّا﴾ حَقًّا ﴿إنَّ كِتاب الأَبْرار﴾ أيْ كِتاب أعْمال المُؤْمِنِينَ الصّادِقِينَ فِي إيمانهمْ ﴿لَفِي عِلِّيِّينَ﴾ قِيلَ هُوَ كِتاب جامِع لِأَعْمالِ الخَيْر مِن المَلائِكَة ومُؤْمِنِي الثَّقَلَيْنِ، وقِيلَ هُوَ مَكان فِي السَّماء السّابِعَة تَحْت العَرْش
5867	83	19	﴿وما أدْراك﴾ أعْلَمَك ﴿ما عِلِّيُّونَ﴾ ما كِتاب عِلِّيِّينَ
5868	83	20	﴿كِتاب مَرْقُوم﴾ مَخْتُوم
5869	83	21	﴿يَشْهَدهُ المُقَرَّبُونَ﴾ مِن المَلائِكَة
5870	83	22	﴿إنَّ الأَبْرار لَفِي نَعِيم﴾ جَنَّة
5871	83	23	﴿عَلى الأَرائِك﴾ السُّرَر فِي الحِجال ﴿يَنْظُرُونَ﴾ ما أُعْطُوا مِن النَّعِيم
5872	83	24	﴿تَعْرِف فِي وُجُوههمْ نَضْرَة النَّعِيم﴾ بَهْجَة التَّنَعُّم وحُسْنه
5873	83	25	﴿يُسْقَوْنَ مِن رَحِيق﴾ خَمْر خالِصَة مِن الدَّنَس ﴿مَخْتُوم﴾ عَلى إنائِها لا يَفُكّ خَتْمه غَيْرهمْ
5874	83	26	﴿خِتامه مِسْك﴾ أيْ آخِر شُرْبه تَفُوح مِنهُ رائِحَة المِسْك ﴿وفِي ذَلِكَ فَلْيَتَنافَسْ المُتَنافِسُونَ﴾ فَلْيَرْغَبُوا بِالمُبادَرَةِ إلى طاعَة اللَّه
5875	83	27	﴿ومِزاجه﴾ أيْ ما يُمْزَج بِهِ ﴿مِن تَسْنِيم﴾ فُسِّرَ بِقَوْلِهِ " عَيْنًا "
5876	83	28	﴿عَيْنًا﴾ فَنَصَبَهُ بِأَمْدَحَ مُقَدَّرًا ﴿يَشْرَب بِها المُقَرَّبُونَ﴾ مِنها، أوْ ضَمَّنَ يَشْرَب مَعْنى يَلْتَذّ
5877	83	29	﴿إنَّ الَّذِينَ أجْرَمُوا﴾ كَأَبِي جَهْل ونَحْوه ﴿كانُوا مِن الَّذِينَ آمَنُوا﴾ كَعَمّارٍ وبِلال ونَحْوهما ﴿يَضْحَكُونَ﴾ اِسْتِهْزاء بِهِمْ
5878	83	30	﴿وإذا مَرُّوا﴾ أيْ المُؤْمِنُونَ ﴿بِهِمْ يَتَغامَزُونَ﴾ يُشِير المُجْرِمُونَ إلى المُؤْمِنِينَ بِالجَفْنِ والحاجِب اِسْتِهْزاء
5879	83	31	﴿وإذا اِنْقَلَبُوا﴾ رَجَعُوا ﴿إلى أهْلهمْ اِنْقَلَبُوا فَكِهِينَ﴾ وفِي قِراءَة فَكِهِينَ مُعْجَبِينَ بِذِكْرِهِمْ المُؤْمِنِينَ
5880	83	32	﴿وإذا رَأَوْهُمْ﴾ أيْ المُؤْمِنِينَ ﴿قالُوا إنَّ هَؤُلاءِ لَضالُّونَ﴾ لِإيمانِهِمْ بِمُحَمَّدٍ ﷺ
5881	83	33	﴿وما أُرْسِلُوا﴾ أيْ الكُفّار ﴿عَلَيْهِمْ﴾ عَلى المُؤْمِنِينَ ﴿حافِظِينَ﴾ لَهُمْ أوْ لِأَعْمالِهِمْ حَتّى يُدْرُوهُمْ إلى مَصالِحهمْ
5882	83	34	" ﴿فاليَوْم﴾ أيْ يَوْم القِيامَة " الَّذِينَ آمَنُوا مِن الكُفّار يَضْحَكُونَ "
5883	83	35	﴿عَلى الأَرائِك﴾ فِي الجَنَّة ﴿يَنْظُرُونَ﴾ مِن مَنازِلهمْ إلى الكُفّار وهُمْ يُعَذَّبُونَ فَيَضْحَكُونَ مِنهُمْ كَما ضَحِكَ الكُفّار مِنهُمْ فِي الدُّنْيا
5884	83	36	﴿هَلْ ثُوِّبَ﴾ جُوزِيَ ﴿الكُفّار ما كانُوا يَفْعَلُونَ﴾ نَعَمْ.
5885	84	1	
5886	84	2	﴿وأَذِنَتْ﴾ سَمِعَتْ وأَطاعَتْ فِي الِانْشِقاق ﴿لِرَبِّها وحُقَّتْ﴾ أيْ وحُقَّ لَها أنْ تَسْمَع وتُطِيع
5887	84	3	﴿وإذا الأَرْض مُدَّتْ﴾ زِيدَ فِي سَعَتها كَما يُمَدّ الأَدِيم ولَمْ يَبْقَ عَلَيْها بِناء ولا جَبَل
5888	84	4	﴿وأَلْقَتْ ما فِيها﴾ مِن المَوْتى إلى ظاهِرها ﴿وتَخَلَّتْ﴾ عَنْهُ
5889	84	5	﴿وأَذِنَتْ﴾ سَمِعَتْ وأَطاعَتْ فِي ذَلِكَ ﴿لِرَبِّها وحُقَّتْ﴾ وذَلِكَ كُلّه يَكُون يَوْم القِيامَة، وجَواب إذا وما عُطِفَ عَلَيْها مَحْذُوف دَلَّ عَلَيْهِ ما بَعْده تَقْدِيره لَقِيَ الإنْسان عَمَله
5890	84	6	﴿يا أيّها الإنْسان إنَّك كادِح﴾ جاهِد فِي عَمَلك ﴿إلى﴾ لِقاء ﴿رَبّك﴾ وهُوَ المَوْت ﴿كَدْحًا فَمُلاقِيه﴾ أيْ مُلاقٍ عَمَلك المَذْكُور مِن خَيْر أوْ شَرّ يَوْم القِيامَة
5891	84	7	﴿فَأَمّا مَن أُوتِيَ كِتابه﴾ كِتاب عَمَله ﴿بِيَمِينِهِ﴾ هُوَ المُؤْمِن
5892	84	8	﴿فَسَوْفَ يُحاسَب حِسابًا يَسِيرًا﴾ هُوَ عَرْض عَمَله عَلَيْهِ كَما فِي حَدِيث الصَّحِيحَيْنِ وفِيهِ " مَن نُوقِشَ الحِساب هَلَكَ " وبَعْد العَرْض يُتَجاوَز عَنْهُ
5893	84	9	﴿ويَنْقَلِب إلى أهْله﴾ فِي الجَنَّة ﴿مَسْرُورًا﴾ بِذَلِكَ
5894	84	10	﴿وأَمّا مَن أُوتِيَ كِتابه وراء ظَهْره﴾ هُوَ الكافِر تُغَلّ يُمْناهُ إلى عُنُقه وتُجْعَل يُسْراهُ وراء ظَهْره فَيَأْخُذ بِها كِتابه
5895	84	11	﴿فَسَوْفَ يَدْعُو﴾ عِنْد رُؤْيَته ما فِيهِ ﴿ثُبُورًا﴾ يُنادِي هَلاكه بِقَوْلِهِ: يا ثُبُوراه
5896	84	12	﴿ويَصْلى سَعِيرًا﴾ يَدْخُل النّار الشَّدِيدَة وفِي قِراءَة بِضَمِّ الياء وفَتْح الصّاد واللّام المُشَدَّدَة
5897	84	13	" ﴿إنَّهُ كانَ فِي أهْله﴾ عَشِيرَته فِي الدُّنْيا ﴿مَسْرُورًا﴾ بَطِرًا بِاتِّباعِهِ لِهَواهُ
5898	84	14	﴿إنَّهُ ظَنَّ أنْ﴾ مُخَفَّفَة مِن الثَّقِيلَة واسْمها مَحْذُوف، أيْ أنَّهُ ﴿لَنْ يَحُور﴾ يَرْجِع إلى رَبّه
5899	84	15	﴿بَلى﴾ يَرْجِع إلَيْهِ ﴿إنَّ رَبّه كانَ بِهِ بَصِيرًا﴾ عالِمًا بِرُجُوعِهِ إلَيْهِ
5900	84	16	﴿فَلا أُقْسِم﴾ لا زائِدَة ﴿بِالشَّفَقِ﴾ هُوَ الحُمْرَة فِي الأُفُق بَعْد غُرُوب الشَّمْس
5901	84	17	﴿واللَّيْل وما وسَقَ﴾ جَمَعَ ما دَخَلَ عَلَيْهِ مِن الدَّوابّ وغَيْرها
5902	84	18	﴿والقَمَر إذا اِتَّسَقَ﴾ اِجْتَمَعَ وتَمَّ نُوره وذَلِكَ فِي اللَّيالِي البِيض
5903	84	19	﴿لَتَرْكَبُنَّ﴾ أيّها النّاس أصْله تَرْكَبُونَنَّ حُذِفَتْ نُون الرَّفْع لِتَوالِي الأَمْثال والواو لِالتِقاءِ السّاكِنَيْنِ ﴿طَبَقًا عَنْ طَبَق﴾ حالًا بَعْد حال، وهُوَ المَوْت ثُمَّ الحَياة وما بَعْدها مِن أحْوال القِيامَة
5904	84	20	﴿فَما لَهُمْ﴾ أيْ الكُفّار ﴿لا يُؤْمِنُونَ﴾ أيْ أيّ مانِع مِن الإيمان أوْ أيّ حُجَّة لَهُمْ فِي تَرْكه مَعَ وُجُود بَراهِينه
5905	84	21	﴿و﴾ ما لَهُمْ ﴿إذا قُرِئَ عَلَيْهِمْ القُرْآن لا يَسْجُدُونَ﴾ يَخْضَعُونَ بِأَنْ يُؤْمِنُوا بِهِ لِإعْجازِهِ
5906	84	22	﴿بَلْ الَّذِينَ كَفَرُوا يُكَذِّبُونَ﴾ بِالبَعْثِ وغَيْره
5907	84	23	﴿واللَّه أعْلَم بِما يُوعُونَ﴾ يَجْمَعُونَ فِي صُحُفهمْ مِن الكُفْر والتَّكْذِيب وأَعْمال السُّوء
5908	84	24	﴿فَبَشِّرْهُمْ﴾ أخْبِرْهُمْ ﴿بِعَذابٍ ألِيم﴾ مُؤْلِم
5909	84	25	﴿إلّا﴾ لَكِنْ ﴿الَّذِينَ آمَنُوا وعَمِلُوا الصّالِحات لَهُ أجْر غَيْر مَمْنُون﴾ غَيْر مَقْطُوع ولا مَنقُوص ولا يُمَنّ بِهِ عَلَيْهِمْ.
5910	85	1	﴿والسَّماء ذات البُرُوج﴾ الكَواكِب اِثْنَيْ عَشَر بُرْجًا تَقَدَّمَتْ فِي الفُرْقان
5911	85	2	﴿واليَوْم المَوْعُود﴾ يَوْم القِيامَة
5912	85	3	﴿وشاهِد﴾ يَوْم الجُمْعَة ﴿ومَشْهُود﴾ يَوْم عَرَفَة كَذا فُسِّرَتْ الثَّلاثَة فِي الحَدِيث فالأَوَّل مَوْعُود بِهِ والثّانِي شاهِد بِالعَمَلِ فِيهِ، والثّالِث تَشْهَدهُ النّاس والمَلائِكَة، وجَواب القَسَم مَحْذُوف صَدْره، تَقْدِيره لَقَدْ
5913	85	4	﴿قُتِلَ﴾ لُعِنَ ﴿أصْحاب الأُخْدُود﴾ الشَّقّ فِي الأَرْض
5914	85	5	﴿النّار﴾ بَدَل اِشْتِمال مِنهُ ﴿ذات الوُقُود﴾ ما تُوقَد بِهِ
5915	85	6	﴿إذْ هُمْ عَلَيْها﴾ حَوْلها عَلى جانِب الأُخْدُود عَلى الكَراسِيّ " قُعُود "
5916	85	7	﴿وهُمْ عَلى ما يَفْعَلُونَ بِالمُؤْمِنِينَ﴾ بِاللَّهِ مِن تَعْذِيبهمْ بِالإلْقاءِ فِي النّار إنْ لَمْ يَرْجِعُوا عَنْ إيمانهمْ ﴿شُهُود﴾ حُضُور، رُوِيَ أنَّ اللَّه أنْجى المُؤْمِنِينَ المُلْقَيْنَ فِي النّار بِقَبْضِ أرْواحهمْ قَبْل وُقُوعهمْ فِيها وخَرَجَتْ النّار إلى مَن ثَمَّ فَأَحْرَقَتْهُمْ
